source,target,correlation,direct,cor
k__Bacteria;p__Firmicutes;c__CFGB1355;o__OFGB1355;f__FGB1355;g__GGB3306;s__GGB3306_SGB4373,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB1800;o__OFGB1800;f__FGB1800;g__GGB4773;s__GGB4773_SGB6607,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB1778;o__OFGB1778;f__FGB1778;g__GGB4710;s__GGB4710_SGB6522,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB3360;o__OFGB3360;f__FGB3360;g__GGB3360;s__GGB3360_SGB4444,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB1347;o__OFGB1347;f__FGB1347;g__GGB3289;s__GGB3289_SGB4343,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB1226;o__OFGB1226;f__FGB1226;g__GGB2998;s__GGB2998_SGB3989,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB1337;o__OFGB1337;f__FGB1337;g__GGB3185;s__GGB3185_SGB4208,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB9581;o__OFGB9581;f__FGB9581;g__GGB9581;s__GGB9581_SGB4365,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB2840;o__OFGB2840;f__FGB2840;g__GGB9094;s__GGB9094_SGB14025,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB2960;o__OFGB2960;f__FGB2960;g__GGB9302;s__GGB9302_SGB14263,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB2942;o__OFGB2942;f__FGB2942;g__GGB9288;s__GGB9288_SGB14243,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB3069;o__OFGB3069;f__FGB3069;g__GGB9767;s__GGB9767_SGB15385,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB3039;o__OFGB3039;f__FGB3039;g__GGB9539;s__GGB9539_SGB14942,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB3069;o__OFGB3069;f__FGB3069;g__GGB9767;s__GGB9767_SGB15384,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB2985;o__OFGB2985;f__FGB2985;g__GGB9350;s__GGB9350_SGB14317,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB4623;o__OFGB4623;f__FGB4623;g__GGB9525;s__GGB9525_SGB14925,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB9977;o__OFGB9977;f__FGB9977;g__GGB9606;s__GGB9606_SGB15038,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Tenericutes;c__CFGB4862;o__OFGB4862;f__FGB4862;g__GGB4750;s__GGB4750_SGB6579,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB2932;o__OFGB2932;f__FGB2932;g__GGB9261;s__GGB9261_SGB14209,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB2950;o__OFGB2950;f__FGB2950;g__GGB9291;s__GGB9291_SGB14248,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB10325;o__OFGB10325;f__FGB10325;g__GGB4667;s__GGB4667_SGB6456,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB10312;o__OFGB10312;f__FGB10312;g__GGB4643;s__GGB4643_SGB6427,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4702;s__GGB4702_SGB6509,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB13380;o__OFGB13380;f__FGB13380;g__GGB4704;s__GGB4704_SGB6511,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB31626;o__OFGB31626;f__FGB31626;g__GGB4676;s__GGB4676_SGB6465,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB58251;o__OFGB58251;f__FGB58251;g__GGB9762;s__GGB9762_SGB15377,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB45503;o__OFGB45503;f__FGB45503;g__GGB9790;s__GGB9790_SGB15413,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,0.933276119492371,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB73223;o__OFGB73223;f__FGB73223;g__GGB9249;s__GGB9249_SGB14193,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB16911;o__OFGB16911;f__FGB16911;g__GGB49418;s__GGB49418_SGB69331,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB76445;o__OFGB76445;f__FGB76445;g__GGB33665;s__GGB33665_SGB47358,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB76465;o__OFGB76465;f__FGB76465;g__GGB80140;s__GGB80140_SGB15224,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB32970;o__OFGB32970;f__FGB32970;g__GGB51884;s__GGB51884_SGB49168,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__GGB6520;s__GGB6520_SGB9209,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__GGB3623;s__GGB3623_SGB4900,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__GGB3528;s__GGB3528_SGB4713,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__GGB3627;s__GGB3627_SGB4906,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__GGB9691;s__GGB9691_SGB15198,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__GGB9061;s__GGB9061_SGB13979,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4584;s__GGB4584_SGB6338,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4567;s__GGB4567_SGB6308,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4723;s__GGB4723_SGB6540,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4569;s__GGB4569_SGB6310,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4541;s__GGB4541_SGB6262,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__GGB9060;s__GGB9060_SGB13977,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4558;s__GGB4558_SGB6289,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB3343;s__GGB3343_SGB4423,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Candidatus_Melainabacteria;c__CFGB2104;o__OFGB2104;f__FGB2104;g__GGB5988;s__GGB5988_SGB8609,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9608;s__GGB9608_SGB15042,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9640;s__GGB9640_SGB15115,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9618;s__GGB9618_SGB15065,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,0.824125883620192,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9635;s__GGB9635_SGB15103,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9634;s__GGB9634_SGB15097,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9708;s__GGB9708_SGB15235,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB35068;s__GGB35068_SGB47850,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB34228;s__GGB34228_SGB53814,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB33469;s__GGB33469_SGB15237,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__GGB3267;s__GGB3267_SGB4317,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas_SGB15087,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_sp_AM59_24XD,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_SGB6340,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__GGB3328;s__GGB3328_SGB4406,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__GGB79758;s__GGB79758_SGB14216,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_sp_PC13,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__GGB9786;s__GGB9786_SGB63164,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__GGB9787;s__GGB9787_SGB15410,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_thailandicus,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__GGB13147;s__GGB13147_SGB19694,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,0.868164400248,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter_SGB15074,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri_clade_D,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri_clade_G,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri_clade_E,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus_SGB15407,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__GGB9075;s__GGB9075_SGB13997,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__GGB9076;s__GGB9076_SGB13999,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__GGB2734;s__GGB2734_SGB3677,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB9527;s__GGB9527_SGB14927,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus_champanellensis,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__GGB9701;s__GGB9701_SGB15218,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__GGB9696;s__GGB9696_SGB15212,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Faecalibacterium;s__Faecalibacterium_SGB15315,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,0.844825317245365,undirected,+
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_SGB15196,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,0.813028247452123,undirected,+
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Slackia;s__Slackia_isoflavoniconvertens,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__GGB9819;s__GGB9819_SGB15460,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellamassilia;s__Prevotellamassilia_timonensis,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Micrococcaceae;g__Pseudoglutamicibacter;s__Pseudoglutamicibacter_SGB14255,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Oscillospiraceae_unclassified;s__Oscillospiraceae_bacterium_NSJ_50,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Oscillospiraceae_unclassified;s__Oscillospiraceae_unclassified_SGB15256,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Eukaryota;p__Eukaryota_unclassified;c__Eukaryota_unclassified;o__Eukaryota_unclassified;f__Eukaryota_unclassified;g__Blastocystis;s__Blastocystis_sp_subtype_1,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,1,undirected,+
k__Bacteria;p__Bacteroidetes;c__CFGB667;o__OFGB667;f__FGB667;g__GGB1662;s__GGB1662_SGB2276,k__Bacteria;p__Bacteroidetes;c__CFGB628;o__OFGB628;f__FGB628;g__GGB1492;s__GGB1492_SGB2067,1,undirected,+
k__Bacteria;p__Firmicutes;c__CFGB3009;o__OFGB3009;f__FGB3009;g__GGB48538;s__GGB48538_SGB66596,k__Bacteria;p__Bacteroidetes;c__CFGB628;o__OFGB628;f__FGB628;g__GGB1492;s__GGB1492_SGB2067,1,undirected,+
k__Bacteria;p__Actinobacteria;c__CFGB2987;o__OFGB2987;f__FGB2987;g__GGB9359;s__GGB9359_SGB14334,k__Bacteria;p__Bacteroidetes;c__CFGB628;o__OFGB628;f__FGB628;g__GGB1492;s__GGB1492_SGB2067,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB79634;s__GGB79634_SGB5832,k__Bacteria;p__Bacteroidetes;c__CFGB628;o__OFGB628;f__FGB628;g__GGB1492;s__GGB1492_SGB2067,1,undirected,+
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__GGB1460;s__GGB1460_SGB2023,k__Bacteria;p__Bacteroidetes;c__CFGB628;o__OFGB628;f__FGB628;g__GGB1492;s__GGB1492_SGB2067,1,undirected,+
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_timonensis,k__Bacteria;p__Bacteroidetes;c__CFGB628;o__OFGB628;f__FGB628;g__GGB1492;s__GGB1492_SGB2067,1,undirected,+
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp_chh4_2,k__Bacteria;p__Bacteroidetes;c__CFGB628;o__OFGB628;f__FGB628;g__GGB1492;s__GGB1492_SGB2067,1,undirected,+
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_faecis,k__Bacteria;p__Bacteroidetes;c__CFGB628;o__OFGB628;f__FGB628;g__GGB1492;s__GGB1492_SGB2067,0.912542946198595,undirected,+
